t_s,alpha_deg,q_deg_s,theta_deg,delta_e_deg
1.476,4.124339889299572,22.155198209712577,30.03913471270499,-5.0
1.478,4.124229730264764,22.154707108024404,30.083444614664987,-5.0
1.48,4.124119956155555,22.154236036459924,30.127753554490663,-5.0
1.482,4.124010600253392,22.153784760065747,30.172061572007753,-5.0
1.484,4.123901694998675,22.153353041289723,30.216368706569476,-5.0
1.486,4.123793271995866,22.15294064012351,30.260674997051453,-5.0
1.488,4.123685362018816,22.15254731424312,30.30498048184695,-5.0
1.49,4.123577995016289,22.152172819147452,30.349285198862393,-5.0
1.492,4.1234712001176845,22.15181690829481,30.39358918551314,-5.0
1.494,4.123365005638947,22.15147933323734,30.437892478719533,-5.0
1.496,4.123259439088663,22.151159843753465,30.482195114903234,-5.0
1.498,4.123154527174332,22.150858187978237,30.526497129983774,-5.0
1.5,4.123050295808813,22.150574112531626,30.570798559375444,-5.0
1.502,4.122946770116931,22.150307362644757,30.615099437984345,-5.0
1.504,4.122843974442252,22.15005768228405,30.65939980020577,-5.0
1.506,4.122741932354003,22.149824814273305,30.703699679921773,-5.0
1.508,4.122640666654147,22.14960850041369,30.74799911049902,-5.0
1.51,4.122540199384594,22.149408481601665,30.79229812478684,-5.0
1.512,4.122440551834557,22.149224497944797,30.836596755115565,-5.0
1.514,4.122341744548033,22.149056288875503,30.88089503329504,-5.0
1.516,4.122243797331412,22.148903593262716,30.925192990613397,-5.0
1.518,4.122146729261207,22.14876614952146,30.969490657836026,-5.0
1.52,4.122050558691895,22.14864369572033,31.013788065204796,-5.0
1.522,4.121955303263879,22.148535969686932,31.058085242437436,-5.0
1.524,4.121860979911534,22.148442709111176,31.102382218727186,-5.0
1.526,4.121767604871377,22.148363651646587,31.14667902274262,-5.0
1.528,4.121675193690314,22.148298535009467,31.190975682627656,-5.0
1.53,4.121583761233979,22.148247097076048,31.235272226001786,-5.0
1.532,4.121493321695162,22.148209075977565,31.279568679960498,-5.0
1.534,4.1214038886023125,22.14818421019327,31.323865071075883,-5.0
1.536,4.121315474828119,22.14817223864144,31.368161425397403,-5.0
1.538,4.121228092598159,22.148172900768305,31.41245776845287,-5.0
1.54,4.12114175349961,22.148185936634977,31.4567541252496,-5.0
1.542,4.121056468490028,22.14821108700237,31.501050520275705,-5.0
1.544,4.120972247906174,22.14824809341407,31.54534697750159,-5.0
1.546,4.120889101472896,22.148296698277257,31.589643520381607,-5.0
1.548,4.120807038312059,22.14835664494161,31.633940171855844,-5.0
1.55,4.12072606695152,22.14842767777624,31.678236954352098,-5.0
1.552,4.12064619533413,22.14850954224468,31.72253388978798,-5.0
1.554,4.120567430826784,22.14860198497787,31.766830999573184,-5.0
1.556,4.1204897802294935,22.148704753845276,31.811128304611906,-5.0
1.558,4.12041324978449,22.14881759802404,31.855425825305364,-5.0
1.56,4.120337845185344,22.148940268066205,31.8997235815545,-5.0
1.562,4.1202635715861105,22.149072515964072,31.94402159276278,-5.0
1.564,4.120190433610479,22.14921409521367,31.988319877839167,-5.0
1.566,4.120118435360946,22.149364760876335,32.03261845520116,-5.0
1.568,4.120047580427988,22.14952426963846,32.07691734277798,-5.0
1.57,4.119977871899235,22.149692379869393,32.12121655801393,-5.0
1.572,4.1199093123686525,22.149868851677514,32.165516117871746,-5.0
1.574,4.119841903945713,22.150053446964517,32.20981603883619,-5.0
1.576,4.119775648264565,22.15024592947789,32.25411633691765,-5.0
1.578,4.11971054649319,22.15044606486164,32.2984170276559,-5.0
1.58,4.119646599342541,22.150653620705242,32.342718126123955,-5.0
1.582,4.119583807075681,22.150868366590867,32.387019646931975,-5.0
1.584,4.119522169516884,22.15109007413889,32.431321604231314,-5.0
1.586,4.119461686060716,22.15131851705169,32.47562401171865,-5.0
1.588,4.119402355681107,22.151553471155783,32.51992688264019,-5.0
1.59,4.119344176940371,22.151794714442275,32.564230229795946,-5.0
1.592,4.119287147998212,22.152042027105686,32.60853406554409,-5.0
1.594,4.119231266620692,22.152295191581135,32.652838401805454,-5.0
1.596,4.119176530189155,22.152553992579918,32.697143250067974,-5.0
1.598,4.119122935709123,22.15281821712354,32.741448621391335,-5.0
1.6,4.1190704798191415,22.153087654576115,32.7857545264116,-5.0
1.602,4.119019158799587,22.15336209667528,32.83006097534594,-5.0
1.604,4.118968968581423,22.153641337561545,32.87436797799736,-5.0
1.606,4.118919904754908,22.153925173806158,32.91867554375962,-5.0
1.608,4.11887196257826,22.154213404437478,32.96298368162204,-5.0
1.61,4.118825136986254,22.15450583096588,33.00729240017449,-5.0
1.612,4.118779422598774,22.15480225740723,33.05160170761238,-5.0
1.614,4.118734813729304,22.155102490304923,33.09591161174163,-5.0
1.616,4.118691304393365,22.155406338750517,33.140222119983825,-5.0
1.618,4.1186488883168755,22.15571361440302,33.184533239381295,-5.0
1.62,4.1186075589444675,22.156024131506754,33.22884497660226,-5.0
1.622,4.118567309447727,22.156337706907955,33.27315733794604,-5.0
1.624,4.118528132733364,22.15665416007,33.317470329348254,-5.0
1.6260000000000001,4.118490021451325,22.156973313087363,33.36178395638608,-5.0
1.6280000000000001,4.118452968002826,22.157294990698297,33.40609822428352,-5.0
1.6300000000000001,4.118416964548316,22.157619020296245,33.45041313791671,-5.0
1.6320000000000001,4.1183820030153715,22.15794523194005,33.494728701819255,-5.0
1.6340000000000001,4.118348075106509,22.158273458362938,33.539044920187514,-5.0
1.6360000000000001,4.118315172306924,22.15860353498029,33.583361796886024,-5.0
1.6380000000000001,4.11828328589216,22.15893529989631,33.62767933545282,-5.0
1.6400000000000001,4.1182524069356825,22.159268593909466,33.67199753910485,-5.0
1.6420000000000001,4.1182225263163925,22.159603260516885,33.71631641074337,-5.0
1.6440000000000001,4.118193634726041,22.159939145917587,33.7606359529593,-5.0
1.6460000000000001,4.11816572267657,22.16027609901467,33.804956168038686,-5.0
1.6480000000000001,4.118138780507375,22.160613971416442,33.849277057968074,-5.0
1.6500000000000001,4.118112798392468,22.16095261743646,33.893598624439946,-5.0
1.6520000000000001,4.118087766347571,22.161291894092646,33.93792086885809,-5.0
1.6540000000000001,4.118063674237115,22.161631661105304,33.98224379234306,-5.0
1.6560000000000001,4.118040511781153,22.161971780894238,34.02656739573755,-5.0
1.6580000000000001,4.118018268562182,22.162312118574892,34.070891679611755,-5.0
1.6600000000000001,4.117996934031885,22.162652541953545,34.11521664426883,-5.0
1.6620000000000001,4.117976497517777,22.16299292152162,34.15954228975021,-5.0
1.6640000000000001,4.117956948229759,22.163333130449075,34.203868615841,-5.0
1.666,4.1179382752665905,22.163673044576953,34.24819562207533,-5.0
1.668,4.117920467622258,22.164012542409047,34.29252330774163,-5.0
1.67,4.117903514192263,22.16435150510279,34.33685167188806,-5.0
1.672,4.1178874037798145,22.164689816459276,34.38118071332767,-5.0
1.674,4.117872125101924,22.165027362912543,34.42551043064381,-5.0
1.676,4.117857666795413,22.165364033518056,34.46984082219528,-5.0
1.678,4.117844017422828,22.165699719940463,34.514171886121616,-5.0
1.68,4.117831165478257,22.166034316440605,34.55850362034828,-5.0
1.682,4.117819099393051,22.166367719861853,34.60283602259185,-5.0
1.684,4.117807807541461,22.166699829615705,34.647169090365146,-5.0
1.686,4.117797278246174,22.167030547666762,34.69150282098237,-5.0
1.688,4.117787499783747,22.167359778517035,34.7358372115642,-5.0
1.69,4.117778460389963,22.167687429189616,34.78017225904284,-5.0
1.692,4.117770148265083,22.168013409211753,34.824507960167054,-5.0
1.694,4.117762551578999,22.16833763059733,34.86884431150713,-5.0
1.696,4.117755658476302,22.168660007828755,34.91318130945987,-5.0
1.698,4.117749457081248,22.168980457838334,34.957518950253494,-5.0
1.7,4.117743935502637,22.169298899989062,35.00185722995252,-5.0
1.702,4.117739081838588,22.169615256054936,35.0461961444626,-5.0
1.704,4.117734884181227,22.169929450200733,35.09053568953533,-5.0
1.706,4.117731330621281,22.170241408961346,35.13487586077301,-5.0
1.708,4.1177284092525674,22.170551061220607,35.179216653633375,-5.0
1.71,4.117726108176412,22.170858338189717,35.22355806343424,-5.0
1.712,4.117724415505947,22.171163173385214,35.26790008535816,-5.0
1.714,4.117723319370335,22.17146550260651,35.312242714457,-5.0
1.716,4.117722807918896,22.171765263913095,35.35658594565651,-5.0
1.718,4.117722869325133,22.172062397601294,35.400929773760794,-5.0
1.72,4.117723491790683,22.172356846180705,35.445274193456726,-5.0
1.722,4.117724663549153,22.172648554350285,35.48961919931845,-5.0
1.724,4.117726372869894,22.172937468974077,35.53396478581164,-5.0
1.726,4.117728608061654,22.173223539056675,35.57831094729786,-5.0
1.728,4.117731357476163,22.173506715718325,35.6226576780388,-5.0
1.73,4.117734609511621,22.173786952169817,35.66700497220047,-5.0
1.732,4.117738352616093,22.174064203687045,35.7113528238574,-5.0
1.734,4.117742575290819,22.174338427585354,35.75570122699669,-5.0
1.736,4.117747266093441,22.17460958319362,35.8000501755221,-5.0
1.738,4.117752413641131,22.174877631828156,35.84439966325804,-5.0
1.74,4.117758006613644,22.175142536766334,35.88874968395351,-5.0
1.742,4.117764033756276,22.17540426322008,35.93310023128601,-5.0
1.744,4.117770483882743,22.17566277830917,35.977451298865375,-5.0
1.746,4.117777345877968,22.17591805103433,36.021802880237566,-5.0
1.748,4.117784608700796,22.176170052250217,36.0661549688884,-5.0
1.75,4.11779226138661,22.176418754638252,36.11050755824724,-5.0
1.752,4.117800293049876,22.176664132679317,36.154860641690625,-5.0
1.754,4.1178086928866025,22.176906162626327,36.199214212545805,-5.0
1.756,4.117817450176717,22.17714482247675,36.2435682640943,-5.0
1.758,4.117826554286364,22.17738009194497,36.28792278957536,-5.0
1.76,4.117835994670128,22.177611952434635,36.33227778218934,-5.0
1.762,4.1178457608731645,22.177840387010892,36.37663323510106,-5.0
1.764,4.117855842533268,22.178065380372598,36.420989141443144,-5.0
1.766,4.117866229382852,22.178286918824476,36.465345494319195,-5.0
1.768,4.117876911250862,22.178504990249255,36.509702286807006,-5.0
1.77,4.1178878780646055,22.17871958407977,36.55405951196171,-5.0
1.772,4.117899119851507,22.17893069127106,36.59841716281882,-5.0
1.774,4.117910626740797,22.179138304272495,36.64277523239725,-5.0
1.776,4.117922388965121,22.17934241699987,36.68713371370231,-5.0
1.778,4.117934396862079,22.17954302480755,36.73149259972856,-5.0
1.78,4.117946640875697,22.179740124460658,36.77585188346269,-5.0
1.782,4.117959111557821,22.179933714107264,36.820211557886324,-5.0
1.784,4.117971799569447,22.18012379325068,36.86457161597872,-5.0
1.786,4.1179846956819866,22.18031036272177,36.90893205071947,-5.0
1.788,4.117997790778454,22.18049342465136,36.95329285509117,-5.0
1.79,4.118011075854597,22.18067298244271,36.99765402208192,-5.0
1.792,4.11802454201996,22.18084904074409,37.04201554468788,-5.0
1.794,4.118038180498875,22.181021605421424,37.08637741591574,-5.0
1.796,4.1180519826314015,22.1811906835311,37.13073962878512,-5.0
1.798,4.118065939874197,22.181356283292804,37.1751021763309,-5.0
1.8,4.11808004380132,22.181518414062552,37.219465051605575,-5.0
1.802,4.118094286104985,22.181677086305815,37.26382824768142,-5.0
1.804,4.118108658596251,22.18183231157079,37.30819175765275,-5.0
1.806,4.118123153205647,22.1819841024618,37.35255557463806,-5.0
1.808,4.118137761983749,22.182132472612867,37.39691969178205,-5.0
1.81,4.118152477101694,22.182277436661423,37.44128410225772,-5.0
1.812,4.118167290851639,22.182419010222187,37.48564879926832,-5.0
1.814,4.118182195647166,22.182557209861233,37.53001377604927,-5.0
1.816,4.118197184023634,22.182692053070202,37.57437902587009,-5.0
1.818,4.118212248638474,22.182823558240717,37.61874454203614,-5.0
1.82,4.118227382271441,22.182951744638988,37.663110317890485,-5.0
1.822,4.1182425778248035,22.1830766323806,37.70747634681555,-5.0
1.824,4.118257828323489,22.183198242405503,37.75184262223482,-5.0
1.826,4.1182731269151835,22.183316596453217,37.79620913761447,-5.0
1.828,4.118288466870378,22.183431717038218,37.84057588646494,-5.0
1.83,4.118303841582368,22.183543627425593,37.88494286234245,-5.0
1.832,4.118319244567211,22.18365235160685,37.929310058850476,-5.0
1.834,4.118334669463636,22.183757914275997,37.97367746964117,-5.0
1.836,4.118350110032902,22.183860340805843,38.01804508841678,-5.0
1.838,4.118365560158635,22.1839596572245,38.062412908930945,-5.0
1.84,4.1183810138465935,22.184055890192166,38.106780924990005,-5.0
1.842,4.118396465224414,22.184149066978122,38.15114913045422,-5.0
1.844,4.1184119085413124,22.184239215437977,38.195517519239,-5.0
1.846,4.118427338167735,22.184326363991165,38.23988608531601,-5.0
1.848,4.118442748594984,22.184410541598684,38.28425482271431,-5.0
1.85,4.118458134434802,22.184491777741115,38.3286237255214,-5.0
1.852,4.118473490418916,22.18457010239685,38.37299278788426,-5.0
1.854,4.118488811398545,22.184645546020636,38.41736200401028,-5.0
1.856,4.1185040923438825,22.184718139522342,38.46173136816823,-5.0
1.858,4.118519328343532,22.184787914246005,38.50610087468915,-5.0
1.86,4.118534514603922,22.18485490194914,38.55047051796718,-5.0
1.862,4.118549646448677,22.18491913478234,38.59484029246035,-5.0
1.864,4.118564719317968,22.184980645269114,38.639210192691394,-5.0
1.866,4.118579728767826,22.18503946628602,38.68358021324843,-5.0
1.868,4.11859467046943,22.18509563104308,38.72795034878568,-5.0
1.87,4.118609540208359,22.185149173064445,38.7723205940241,-5.0
1.872,4.1186243338838295,22.185200126169384,38.816690943751986,-5.0
1.874,4.118639047507893,22.185248524453502,38.86106139282555,-5.0
1.8760000000000001,4.118653677204613,22.185294402270284,38.90543193616947,-5.0
1.8780000000000001,4.1186682192092245,22.185337794212877,38.949802568777365,-5.0
1.8800000000000001,4.11868266986725,22.18537873509622,38.99417328571227,-5.0
1.8820000000000001,4.118697025633614,22.18541725993938,39.03854408210705,-5.0
1.8840000000000001,4.118711283071719,22.185453403948255,39.082914953164796,-5.0
1.8860000000000001,4.118725438852507,22.185487202498482,39.12728589415919,-5.0
1.8880000000000001,4.118739489753496,22.185518691118702,39.171656900434826,-5.0
1.8900000000000001,4.118753432657805,22.185547905474074,39.216027967407484,-5.0
1.8920000000000001,4.118767264553143,22.185574881350078,39.2603990905644,-5.0
1.8940000000000001,4.1187809825308,22.185599654636626,39.304770265464484,-5.0
1.8960000000000001,4.118794583784602,22.185622261312435,39.349141487738535,-5.0
1.8980000000000001,4.1188080656098585,22.185642737429706,39.39351275308936,-5.0
1.9000000000000001,4.118821425402293,22.185661119099088,39.437884057291946,-5.0
1.9020000000000001,4.118834660656953,22.18567744247492,39.48225539619356,-5.0
1.9040000000000001,4.118847768967111,22.185691743740765,39.52662676571378,-5.0
1.9060000000000001,4.118860748023151,22.185704059095237,39.570998161844585,-5.0
1.9080000000000001,4.11887359561143,22.1857144247381,39.61536958065035,-5.0
1.9100000000000001,4.118886309613147,22.18572287685667,39.65974101826785,-5.0
1.9120000000000001,4.11889888800318,22.18572945161248,39.70411247090621,-5.0
1.9140000000000001,4.1189113288489265,22.185734185128254,39.74848393484682,-5.0
1.9160000000000001,4.118923630309122,22.18573711347513,39.79285540644328,-5.0
1.9180000000000001,4.118935790632657,22.185738272660206,39.83722688212128,-5.0
1.92,4.118947808157379,22.185737698614325,39.88159835837843,-5.0
1.922,4.118959681308887,22.185735427180173,39.92596983178415,-5.0
1.924,4.1189714085993225,22.185731494100636,39.9703412989794,-5.0
1.926,4.118982988626146,22.185725935007433,40.014712756676545,-5.0
1.928,4.118994420070908,22.185718785410046,40.0590842016591,-5.0
1.93,4.119005701698017,22.18571008068488,40.10345563078144,-5.0
1.932,4.119016832353501,22.18569985606476,40.147827040968586,-5.0
1.934,4.119027810963762,22.185688146628618,40.19219842921583,-5.0
1.936,4.119038636534328,22.18567498729153,40.2365697925885,-5.0
1.938,4.119049308148594,22.18566041279497,40.28094112822156,-5.0
1.94,4.119059824966575,22.185644457697325,40.32531243331929,-5.0
1.942,4.119070186223637,22.185627156364717,40.36968370515488,-5.0
1.944,4.11908039122924,22.185608542962036,40.41405494107005,-5.0
1.946,4.119090439365676,22.18558865144427,40.45842613847466,-5.0
1.948,4.119100330086796,22.18556751554807,40.50279729484625,-5.0
1.95,4.119110062916752,22.185545168783584,40.547168407729615,-5.0
1.952,4.119119637448727,22.185521644426533,40.59153947473634,-5.0
1.954,4.119129053343669,22.185496975510546,40.6359104935443,-5.0
1.956,4.119138310329024,22.185471194819737,40.68028146189721,-5.0
1.958,4.119147408197475,22.18544433488153,40.724652377604095,-5.0
1.96,4.119156346805675,22.185416427959744,40.769023238538765,-5.0
1.962,4.119165126072988,22.185387506047874,40.81339404263929,-5.0
1.964,4.11917374598023,22.185357600862677,40.857764787907456,-5.0
1.966,4.119182206568412,22.18532674383793,40.9021354724082,-5.0
1.968,4.119190507937486,22.18529496611847,40.946506094269026,-5.0
1.97,4.119198650245104,22.185262298554434,40.99087665167946,-5.0
1.972,4.119206633705359,22.185228771695744,41.0352471428904,-5.0
1.974,4.119214458587559,22.18519441578682,41.07961756621356,-5.0
1.976,4.11922212521498,22.1851592607615,41.12398792002082,-5.0
1.978,4.1192296339636405,22.185123336238195,41.16835820274362,-5.0
1.98,4.1192369852610735,22.185086671515254,41.212728412872316,-5.0
1.982,4.119244179585113,22.185049295566568,41.25709854895554,-5.0
1.984,4.119251217462675,22.185011237037337,41.301468609599546,-5.0
1.986,4.119258099468549,22.184972524240102,41.34583859346753,-5.0
1.988,4.1192648262242075,22.184933185150935,41.390208499279,-5.0
1.99,4.119271398396603,22.18489324740589,41.434578325809056,-5.0
1.992,4.11927781669699,22.184852738297586,41.478948071887736,-5.0
1.994,4.1192840818797425,22.184811684772043,41.52331773639932,-5.0
1.996,4.11929019474119,22.184770113425703,41.56768731828163,-5.0
1.998,4.119296156118448,22.184728050502606,41.612056816525325,-5.0
2.0,4.119301966888276,22.184685521891822,41.6564262301732,-5.0
2.0020000000000002,4.119307627965926,22.184642553125002,41.70079555831948,-5.0
2.004,4.11931314030401,22.18459916937416,41.745164800109066,-5.0
2.0060000000000002,4.119318504891373,22.184555395449618,41.789533954736875,-5.0
2.008,4.119323722751982,22.18451125579812,41.833903021447064,-5.0
2.0100000000000002,4.119328794943813,22.184466774501157,41.87827199953233,-5.0
2.012,4.119333722557763,22.184421975273395,41.92264088833314,-5.0
2.0140000000000002,4.119338506716553,22.184376881461368,41.96700968723705,-5.0
2.016,4.119343148573665,22.184331516042242,42.01137839567794,-5.0
2.0180000000000002,4.1193476493122665,22.184285901622804,42.05574701313524,-5.0
2.02,4.119352010144162,22.184240060438587,42.10011553913326,-5.0
2.0220000000000002,4.11935623230875,22.184194014353167,42.14448397324041,-5.0
2.024,4.119360317071987,22.18414778485759,42.188852315068424,-5.0
2.0260000000000002,4.119364265725367,22.184101393069973,42.23322056427167,-5.0
2.028,4.119368079584917,22.184054859735244,42.27758872054636,-5.0
2.0300000000000002,4.11937175999019,22.184008205225023,42.321956783629844,-5.0
2.032,4.11937530830329,22.18396144953766,42.366324753299835,-5.0
2.0340000000000003,4.119378725907887,22.1839146122984,42.41069262937365,-5.0
2.036,4.119382014208259,22.183867712759675,42.45506041170752,-5.0
2.0380000000000003,4.119385174628343,22.18382076980157,42.499428100195765,-5.0
2.04,4.1193882086107925,22.183773801932364,42.54379569477013,-5.0
2.0420000000000003,4.119391117616055,22.183726827289245,42.588163195399,-5.0
2.044,4.119393903121456,22.183679863639117,42.63253060208664,-5.0
2.0460000000000003,4.1193965666203,22.18363292837957,42.6768979148725,-5.0
2.048,4.1193991096209785,22.183586038539904,42.72126513383046,-5.0
2.05,4.119401533646095,22.183539210782346,42.76563225906806,-5.0
2.052,4.1194038402316036,22.183492461403322,42.809999290725855,-5.0
2.054,4.119406030925956,22.183445806334863,42.85436622897657,-5.0
2.056,4.119408107289263,22.18339926114613,42.89873307402446,-5.0
2.058,4.119410070892472,22.183352841045004,42.943099826104564,-5.0
2.06,4.119411923316552,22.18330656087984,42.98746648548195,-5.0
2.062,4.1194136661516945,22.183260435141253,43.031833052451056,-5.0
2.064,4.119415300996533,22.183214477964057,43.076199527334914,-5.0
2.066,4.119416829457359,22.183168703129255,43.1205659104845,-5.0
2.068,4.119418253147372,22.183123124066157,43.16493220227797,-5.0
2.07,4.119419573685924,22.183077753854562,43.209298403120016,-5.0
2.072,4.1194207926977935,22.18303260522703,43.25366451344112,-5.0
2.074,4.119421911812455,22.182987690571256,43.29803053369692,-5.0
2.076,4.119422932663379,22.18294302193249,43.34239646436744,-5.0
2.078,4.119423856887333,22.18289861101608,43.38676230595648,-5.0
2.08,4.1194246861237,22.18285446919004,43.431128058990915,-5.0
2.082,4.119425422013809,22.18281060748774,43.475493724020005,-5.0
2.084,4.119426066200284,22.182767036610624,43.519859301614765,-5.0
2.086,4.119426620326391,22.182723766931044,43.56422479236727,-5.0
2.088,4.119427086035417,22.18268080849511,43.608590196890006,-5.0
2.09,4.119427464970049,22.18263817102563,43.65295551581524,-5.0
2.092,4.119427758771772,22.182595863925116,43.69732074979437,-5.0
2.094,4.119427969080276,22.182553896278826,43.74168589949727,-5.0
2.096,4.119428097532878,22.182512276857892,43.78605096561166,-5.0
2.098,4.119428145763956,22.18247101412247,43.83041594884251,-5.0
2.1,4.119428115404396,22.182430116224968,43.87478084991139,-5.0
2.102,4.119428008081055,22.182389591013308,43.91914566955588,-5.0
2.104,4.119427825416228,22.18234944603424,43.96351040852895,-5.0
2.106,4.119427569027137,22.18230968853671,44.007875067598356,-5.0
2.108,4.119427240525428,22.182270325475237,44.05223964754607,-5.0
2.11,4.119426841516677,22.182231363513385,44.09660414916767,-5.0
2.112,4.119426373599915,22.18219280902722,44.14096857327179,-5.0
2.114,4.119425838367167,22.182154668108854,44.18533292067951,-5.0
2.116,4.119425237402991,22.182116946569952,44.229697192223824,-5.0
2.118,4.119424572284041,22.182079649945358,44.27406138874908,-5.0
2.12,4.119423844578635,22.18204278349669,44.318425511110405,-5.0
2.122,4.119423055846343,22.182006352215982,44.3627895601732,-5.0
2.124,4.119422207637576,22.18197036082936,44.40715353681255,-5.0
2.126,4.119421301493194,22.181934813800712,44.45151744191276,-5.0
2.128,4.119420338944129,22.18189971533544,44.49588127636681,-5.0
2.13,4.119419321511005,22.18186506938416,44.5402450410758,-5.0
2.132,4.11941825070379,22.181830879646476,44.5846087369485,-5.0
2.134,4.119417128021438,22.181797149574752,44.62897236490085,-5.0
2.136,4.119415954951562,22.181763882377883,44.6733359258554,-5.0
2.138,4.119414732970103,22.181731081025113,44.717699420740935,-5.0
2.14,4.11941346354102,22.181698748249836,44.7620628504919,-5.0
2.142,4.1194121481159796,22.18166688655343,44.806426216047996,-5.0
2.144,4.1194107881340765,22.181635498209065,44.85078951835369,-5.0
2.146,4.119409385021538,22.18160458526557,44.89515275835778,-5.0
2.148,4.119407940191466,22.181574149551256,44.93951593701292,-5.0
2.15,4.119406455043565,22.18154419267776,44.983879055275224,-5.0
2.152,4.1194049309639,22.181514716043914,45.028242114103804,-5.0
2.154,4.1194033693246555,22.181485720839568,45.072605114460366,-5.0
2.156,4.119401771483902,22.18145720804947,45.11696805730879,-5.0
2.158,4.119400138785383,22.18142917845708,45.161330943614715,-5.0
2.16,4.119398472558296,22.18140163264844,45.20569377434515,-5.0
2.162,4.119396774117106,22.181374571015997,45.250056550468095,-5.0
2.164,4.1193950447613386,22.18134799376244,45.29441927295214,-5.0
2.166,4.119393285775414,22.18132190090452,45.33878194276609,-5.0
2.168,4.119391498428468,22.181296292276883,45.38314456087859,-5.0
2.17,4.119389683974191,22.181271167535847,45.427507128257794,-5.0
2.172,4.119387843650676,22.181246526163214,45.47186964587099,-5.0
2.174,4.119385978680276,22.18122236747006,45.51623211468425,-5.0
2.176,4.119384090269462,22.18119869060048,45.5605945356621,-5.0
2.178,4.119382179608708,22.181175494535356,45.604956909767196,-5.0
2.18,4.119380247872361,22.181152778096102,45.64931923796,-5.0
2.182,4.119378296218542,22.18113053994836,45.69368152119845,-5.0
2.184,4.119376325789039,22.18110877860573,45.73804376043768,-5.0
2.186,4.119374337709215,22.18108749243343,45.78240595662966,-5.0
2.188,4.1193723330879255,22.18106667965197,45.82676811072301,-5.0
2.19,4.1193703130174395,22.181046338340806,45.87113022366259,-5.0
2.192,4.119368278573371,22.181026466441935,45.91549229638932,-5.0
2.194,4.11936623081462,22.181007061763506,45.95985432983985,-5.0
2.196,4.119364170783315,22.180988121983404,46.00421632494632,-5.0
2.198,4.119362099504769,22.18096964465278,46.04857828263609,-5.0
2.2,4.11936001798744,22.180951627199583,46.09294020383152,-5.0
2.202,4.1193579272229,22.180934066932064,46.13730208944968,-5.0
2.204,4.119355828185808,22.18091696104224,46.18166394040217,-5.0
2.206,4.119353721833891,22.18090030660933,46.226025757594826,-5.0
2.208,4.1193516091079365,22.180884100603187,46.270387541927555,-5.0
2.21,4.1193494909317865,22.18086833988767,46.314749294294096,-5.0
2.212,4.119347368212338,22.180853021224003,46.35911101558181,-5.0
2.214,4.119345241839549,22.180838141274098,46.40347270667147,-5.0
2.216,4.119343112686456,22.180823696603856,46.4478343684371,-5.0
2.218,4.119340981609195,22.180809683686423,46.49219600174573,-5.0
2.22,4.119338849447025,22.180796098905418,46.536557607457276,-5.0
2.222,4.119336717022358,22.180782938558142,46.58091918642431,-5.0
2.224,4.119334585140804,22.180770198858724,46.62528073949194,-5.0
2.226,4.1193324545912064,22.18075787594127,46.66964226749761,-5.0
2.228,4.119330326145695,22.180745965862943,46.71400377127094,-5.0
2.23,4.119328200559738,22.180734464607035,46.75836525163361,-5.0
2.232,4.119326078572203,22.18072336808598,46.802726709399195,-5.0
2.234,4.119323960905417,22.180712672144374,46.847088145373014,-5.0
2.236,4.1193218482652405,22.180702372561882,46.891449560352015,-5.0
2.238,4.119319741341136,22.180692465056204,46.935810955124644,-5.0
2.24,4.119317640806251,22.180682945285916,46.98017233047073,-5.0
2.242,4.119315547317497,22.18067380885335,47.02453368716135,-5.0
2.244,4.119313461515641,22.180665051307365,47.06889502595874,-5.0
2.246,4.119311384025389,22.18065666814615,47.11325634761617,-5.0
2.248,4.119309315455491,22.18064865481993,47.15761765287788,-5.0
2.25,4.119307256398838,22.180641006733666,47.201978942478945,-5.0
2.2520000000000002,4.119305207432558,22.180633719249723,47.24634021714522,-5.0
2.254,4.119303169118135,22.180626787690468,47.29070147759323,-5.0
2.2560000000000002,4.119301142001511,22.18062020734085,47.335062724530125,-5.0
2.258,4.119299126613206,22.18061397345096,47.37942395865357,-5.0
2.2600000000000002,4.119297123468432,22.180608081238493,47.42378518065171,-5.0
2.262,4.119295133067217,22.180602525891242,47.4681463912031,-5.0
2.2640000000000002,4.119293155894527,22.1805973025695,47.51250759097663,-5.0
2.266,4.1192911924204,22.180592406408444,47.55686878063149,-5.0
2.2680000000000002,4.119289243100066,22.180587832520487,47.601229960817115,-5.0
2.27,4.119287308374087,22.180583575997563,47.64559113217315,-5.0
2.2720000000000002,4.119285388668497,22.18057963191341,47.6899522953294,-5.0
2.274,4.119283484394932,22.180575995325768,47.7343134509058,-5.0
2.2760000000000002,4.119281595950777,22.180572661278593,47.77867459951239,-5.0
2.278,4.119279723719307,22.180569624804168,47.823035741749294,-5.0
2.2800000000000002,4.119277868069837,22.18056688092523,47.86739687820668,-5.0
2.282,4.1192760293578665,22.180564424657028,47.91175800946474,-5.0
2.2840000000000003,4.119274207925232,22.180562251009345,47.95611913609372,-5.0
2.286,4.119272404100258,22.180560354988476,48.000480258653866,-5.0
2.2880000000000003,4.119270618197916,22.18055873159919,48.044841377695434,-5.0
2.29,4.119268850519974,22.18055737584663,48.08920249375869,-5.0
2.2920000000000003,4.1192671013551605,22.180556282738166,48.13356360737392,-5.0
2.294,4.11926537097932,22.180555447285247,48.177924719061416,-5.0
2.2960000000000003,4.1192636596555765,22.18055486450517,48.22228582933151,-5.0
