t_s,alpha_deg,q_deg_s,theta_deg,delta_e_deg
4.22,4.1192213560178494,22.181183043992462,90.89881071321089,-5.0
4.222,4.119221356093971,22.181183043914846,90.9431730792988,-5.0
4.224,4.119221356169039,22.181183043827147,90.98753544538654,-5.0
4.226,4.119221356243045,22.1811830437296,91.03189781147411,-5.0
4.228,4.119221356315986,22.18118304362245,91.07626017756147,-5.0
4.23,4.119221356387853,22.18118304350593,91.1206225436486,-5.0
4.232,4.1192213564586435,22.181183043380276,91.16498490973548,-5.0
4.234,4.119221356528353,22.181183043245724,91.20934727582211,-5.0
4.236,4.119221356596976,22.18118304310251,91.25370964190847,-5.0
4.238,4.119221356664511,22.181183042950867,91.29807200799452,-5.0
4.24,4.119221356730954,22.181183042791016,91.34243437408027,-5.0
4.242,4.119221356796302,22.181183042623196,91.38679674016568,-5.0
4.244,4.119221356860554,22.18118304244763,91.43115910625075,-5.0
4.246,4.119221356923708,22.18118304226454,91.47552147233546,-5.0
4.248,4.119221356985762,22.181183042074153,91.5198838384198,-5.0
4.25,4.119221357046716,22.181183041876686,91.56424620450375,-5.0
4.252,4.1192213571065714,22.181183041672366,91.60860857058731,-5.0
4.2540000000000004,4.119221357165325,22.181183041461406,91.65297093667044,-5.0
4.256,4.1192213572229806,22.181183041244022,91.69733330275314,-5.0
4.258,4.119221357279537,22.18118304102043,91.74169566883542,-5.0
4.26,4.119221357334997,22.181183040790835,91.78605803491722,-5.0
4.2620000000000005,4.119221357389361,22.181183040555457,91.83042040099856,-5.0
4.264,4.1192213574426315,22.181183040314494,91.87478276707944,-5.0
4.266,4.119221357494812,22.181183040068152,91.91914513315982,-5.0
4.268,4.1192213575459045,22.18118303981664,91.96350749923971,-5.0
4.2700000000000005,4.1192213575959125,22.181183039560157,92.0078698653191,-5.0
4.272,4.119221357644839,22.181183039298894,92.05223223139795,-5.0
4.274,4.1192213576926875,22.181183039033055,92.0965945974763,-5.0
4.276,4.119221357739463,22.181183038762832,92.14095696355409,-5.0
4.2780000000000005,4.119221357785171,22.181183038488417,92.18531932963134,-5.0
4.28,4.119221357829814,22.181183038209998,92.22968169570804,-5.0
4.282,4.119221357873399,22.181183037927763,92.27404406178418,-5.0
4.284,4.11922135791593,22.181183037641894,92.31840642785974,-5.0
4.2860000000000005,4.119221357957414,22.181183037352575,92.36276879393473,-5.0
4.288,4.119221357997857,22.18118303705998,92.40713116000914,-5.0
4.29,4.119221358037263,22.181183036764295,92.45149352608297,-5.0
4.292,4.119221358075642,22.18118303646569,92.49585589215619,-5.0
4.2940000000000005,4.1192213581129975,22.181183036164338,92.54021825822882,-5.0
4.296,4.119221358149337,22.181183035860407,92.58458062430084,-5.0
4.298,4.119221358184671,22.181183035554067,92.62894299037227,-5.0
4.3,4.119221358219003,22.18118303524548,92.67330535644307,-5.0
4.3020000000000005,4.119221358252342,22.181183034934804,92.71766772251324,-5.0
4.304,4.119221358284697,22.181183034622208,92.7620300885828,-5.0
4.306,4.119221358316074,22.181183034307843,92.80639245465173,-5.0
4.308,4.119221358346484,22.181183033991864,92.85075482072003,-5.0
4.3100000000000005,4.119221358375933,22.181183033674422,92.8951171867877,-5.0
4.312,4.119221358404431,22.18118303335567,92.93947955285472,-5.0
4.314,4.119221358431987,22.18118303303575,92.98384191892112,-5.0
4.316,4.119221358458608,22.181183032714806,93.02820428498687,-5.0
4.3180000000000005,4.119221358484307,22.181183032392987,93.07256665105199,-5.0
4.32,4.1192213585090895,22.181183032070418,93.11692901711643,-5.0
4.322,4.1192213585329664,22.18118303174725,93.16129138318026,-5.0
4.324,4.119221358555949,22.18118303142361,93.20565374924344,-5.0
4.3260000000000005,4.119221358578045,22.181183031099625,93.25001611530595,-5.0
4.328,4.1192213585992645,22.181183030775433,93.29437848136783,-5.0
4.33,4.119221358619618,22.18118303045115,93.33874084742907,-5.0
4.332,4.119221358639117,22.181183030126906,93.38310321348965,-5.0
4.3340000000000005,4.119221358657769,22.18118302980282,93.42746557954958,-5.0
4.336,4.119221358675587,22.181183029479012,93.47182794560885,-5.0
4.338,4.119221358692579,22.181183029155594,93.51619031166749,-5.0
4.34,4.119221358708758,22.18118302883268,93.56055267772547,-5.0
4.3420000000000005,4.119221358724133,22.181183028510386,93.60491504378281,-5.0
4.344,4.119221358738716,22.181183028188816,93.64927740983951,-5.0
4.346,4.119221358752516,22.181183027868077,93.69363977589558,-5.0
4.348,4.119221358765547,22.181183027548272,93.73800214195099,-5.0
4.3500000000000005,4.119221358777816,22.1811830272295,93.78236450800577,-5.0
4.352,4.1192213587893365,22.181183026911864,93.8267268740599,-5.0
4.354,4.11922135880012,22.181183026595455,93.8710892401134,-5.0
4.356,4.119221358810176,22.18118302628037,93.9154516061663,-5.0
4.358,4.119221358819516,22.181183025966696,93.95981397221854,-5.0
4.36,4.1192213588281525,22.181183025654526,94.00417633827016,-5.0
4.362,4.119221358836095,22.181183025343945,94.04853870432116,-5.0
4.364,4.1192213588433555,22.181183025035033,94.09290107037154,-5.0
4.366,4.119221358849946,22.181183024727876,94.1372634364213,-5.0
4.368,4.119221358855876,22.181183024422552,94.18162580247045,-5.0
4.37,4.119221358861159,22.181183024119143,94.225988168519,-5.0
4.372,4.119221358865805,22.181183023817713,94.27035053456693,-5.0
4.374,4.119221358869827,22.18118302351834,94.31471290061427,-5.0
4.376,4.119221358873234,22.181183023221095,94.35907526666101,-5.0
4.378,4.119221358876038,22.181183022926046,94.40343763270715,-5.0
4.38,4.119221358878251,22.181183022633256,94.4477999987527,-5.0
4.382,4.119221358879884,22.18118302234279,94.4921623647977,-5.0
4.384,4.1192213588809485,22.181183022054707,94.53652473084209,-5.0
4.386,4.119221358881456,22.181183021769073,94.5808870968859,-5.0
4.388,4.1192213588814175,22.181183021485936,94.62524946292916,-5.0
4.39,4.119221358880843,22.181183021205356,94.66961182897185,-5.0
4.392,4.119221358879746,22.181183020927385,94.71397419501398,-5.0
4.394,4.119221358878136,22.18118302065207,94.75833656105557,-5.0
4.396,4.1192213588760245,22.181183020379468,94.8026989270966,-5.0
4.398,4.119221358873423,22.181183020109618,94.84706129313709,-5.0
4.4,4.119221358870342,22.181183019842567,94.89142365917705,-5.0
4.402,4.119221358866793,22.18118301957836,94.93578602521647,-5.0
4.404,4.119221358862787,22.181183019317032,94.98014839125537,-5.0
4.406,4.119221358858335,22.18118301905863,95.02451075729375,-5.0
4.408,4.119221358853446,22.181183018803182,95.0688731233316,-5.0
4.41,4.119221358848133,22.18118301855073,95.11323548936895,-5.0
4.412,4.119221358842407,22.1811830183013,95.1575978554058,-5.0
4.414,4.119221358836277,22.181183018054934,95.20196022144216,-5.0
4.416,4.119221358829755,22.18118301781165,95.24632258747803,-5.0
4.418,4.119221358822849,22.181183017571488,95.29068495351342,-5.0
4.42,4.119221358815573,22.181183017334465,95.33504731954832,-5.0
4.422,4.119221358807935,22.181183017100608,95.37940968558276,-5.0
4.424,4.119221358799946,22.181183016869937,95.42377205161672,-5.0
4.426,4.1192213587916156,22.18118301664248,95.46813441765023,-5.0
4.428,4.119221358782955,22.18118301641825,95.51249678368329,-5.0
4.43,4.119221358773974,22.181183016197263,95.5568591497159,-5.0
4.432,4.1192213587646815,22.181183015979542,95.6012215157481,-5.0
4.434,4.119221358755088,22.1811830157651,95.64558388177984,-5.0
4.436,4.119221358745205,22.181183015553945,95.68994624781115,-5.0
4.438,4.119221358735039,22.181183015346097,95.73430861384205,-5.0
4.44,4.119221358724602,22.18118301514156,95.77867097987254,-5.0
4.442,4.119221358713902,22.18118301494034,95.82303334590263,-5.0
4.444,4.11922135870295,22.18118301474245,95.8673957119323,-5.0
4.446,4.119221358691753,22.181183014547898,95.9117580779616,-5.0
4.448,4.119221358680323,22.181183014356684,95.9561204439905,-5.0
4.45,4.119221358668668,22.18118301416881,96.00048281001902,-5.0
4.452,4.119221358656796,22.181183013984278,96.04484517604718,-5.0
4.454,4.119221358644717,22.181183013803093,96.08920754207496,-5.0
4.456,4.119221358632439,22.181183013625247,96.13356990810239,-5.0
4.458,4.1192213586199715,22.181183013450745,96.17793227412946,-5.0
4.46,4.119221358607322,22.181183013279583,96.22229464015619,-5.0
4.462,4.119221358594501,22.18118301311175,96.26665700618258,-5.0
4.464,4.119221358581514,22.181183012947248,96.31101937220865,-5.0
4.466,4.119221358568373,22.181183012786068,96.35538173823439,-5.0
4.468,4.119221358555083,22.1811830126282,96.3997441042598,-5.0
4.47,4.119221358541652,22.18118301247364,96.4441064702849,-5.0
4.472,4.1192213585280895,22.18118301232237,96.48846883630968,-5.0
4.474,4.119221358514403,22.18118301217439,96.53283120233418,-5.0
4.476,4.119221358500599,22.181183012029678,96.57719356835838,-5.0
4.478,4.119221358486686,22.181183011888226,96.6215559343823,-5.0
4.48,4.1192213584726725,22.18118301175002,96.66591830040593,-5.0
4.482,4.119221358458565,22.18118301161504,96.7102806664293,-5.0
4.484,4.11922135844437,22.18118301148328,96.75464303245239,-5.0
4.486,4.119221358430095,22.181183011354715,96.79900539847523,-5.0
4.488,4.119221358415747,22.181183011229333,96.8433677644978,-5.0
4.49,4.119221358401334,22.18118301110711,96.88773013052014,-5.0
4.492,4.119221358386861,22.18118301098803,96.93209249654224,-5.0
4.494,4.119221358372335,22.181183010872076,96.9764548625641,-5.0
4.496,4.1192213583577635,22.18118301075922,97.02081722858573,-5.0
4.498,4.119221358343152,22.18118301064945,97.06517959460714,-5.0
4.5,4.119221358328507,22.181183010542735,97.10954196062833,-5.0
4.502,4.119221358313835,22.181183010439057,97.15390432664933,-5.0
4.5040000000000004,4.119221358299143,22.181183010338394,97.19826669267009,-5.0
4.506,4.119221358284435,22.181183010240716,97.24262905869067,-5.0
4.508,4.1192213582697175,22.181183010146,97.28699142471106,-5.0
4.51,4.119221358254997,22.181183010054227,97.33135379073126,-5.0
4.5120000000000005,4.119221358240278,22.181183009965366,97.37571615675128,-5.0
4.514,4.119221358225566,22.181183009879387,97.42007852277112,-5.0
4.516,4.119221358210867,22.18118300979627,97.46444088879079,-5.0
4.518,4.119221358196186,22.181183009715983,97.5088032548103,-5.0
4.5200000000000005,4.1192213581815285,22.1811830096385,97.55316562082966,-5.0
4.522,4.1192213581669,22.18118300956379,97.59752798684887,-5.0
4.524,4.119221358152305,22.181183009491825,97.64189035286792,-5.0
4.526,4.119221358137746,22.18118300942258,97.68625271888683,-5.0
4.5280000000000005,4.119221358123231,22.181183009356015,97.73061508490561,-5.0
4.53,4.119221358108763,22.18118300929211,97.77497745092425,-5.0
4.532,4.119221358094346,22.18118300923083,97.81933981694277,-5.0
4.534,4.119221358079986,22.18118300917214,97.86370218296118,-5.0
4.5360000000000005,4.119221358065686,22.181183009116015,97.90806454897947,-5.0
4.538,4.11922135805145,22.181183009062423,97.95242691499764,-5.0
4.54,4.119221358037284,22.18118300901133,97.99678928101572,-5.0
4.542,4.119221358023189,22.18118300896271,98.04115164703369,-5.0
4.5440000000000005,4.119221358009169,22.181183008916516,98.08551401305158,-5.0
4.546,4.119221357995231,22.18118300887273,98.12987637906937,-5.0
4.548,4.119221357981376,22.181183008831308,98.17423874508707,-5.0
4.55,4.119221357967607,22.181183008792228,98.2186011111047,-5.0
4.5520000000000005,4.119221357953928,22.181183008755447,98.26296347712226,-5.0
4.554,4.119221357940344,22.181183008720936,98.30732584313972,-5.0
4.556,4.119221357926856,22.18118300868866,98.35168820915715,-5.0
4.558,4.119221357913467,22.181183008658582,98.39605057517448,-5.0
4.5600000000000005,4.119221357900182,22.181183008630676,98.44041294119178,-5.0
4.562,4.119221357887001,22.181183008604904,98.484775307209,-5.0
4.564,4.11922135787393,22.181183008581232,98.52913767322619,-5.0
4.566,4.11922135786097,22.18118300855962,98.57350003924334,-5.0
4.5680000000000005,4.119221357848122,22.181183008540046,98.61786240526042,-5.0
4.57,4.119221357835391,22.181183008522463,98.66222477127748,-5.0
4.572,4.11922135782278,22.181183008506846,98.70658713729452,-5.0
4.574,4.1192213578102885,22.181183008493154,98.75094950331152,-5.0
4.5760000000000005,4.119221357797921,22.18118300848135,98.7953118693285,-5.0
4.578,4.119221357785678,22.181183008471415,98.83967423534546,-5.0
4.58,4.119221357773562,22.181183008463297,98.88403660136238,-5.0
4.582,4.1192213577615755,22.18118300845697,98.9283989673793,-5.0
4.5840000000000005,4.11922135774972,22.1811830084524,98.9727613333962,-5.0
4.586,4.119221357737997,22.18118300844955,99.0171236994131,-5.0
4.588,4.119221357726409,22.181183008448386,99.06148606543,-5.0
4.59,4.119221357714957,22.181183008448876,99.10584843144692,-5.0
4.5920000000000005,4.119221357703641,22.181183008450983,99.15021079746381,-5.0
4.594,4.1192213576924654,22.18118300845467,99.19457316348071,-5.0
4.596,4.11922135768143,22.18118300845991,99.23893552949764,-5.0
4.598,4.119221357670535,22.181183008466668,99.28329789551456,-5.0
4.6000000000000005,4.119221357659783,22.18118300847491,99.3276602615315,-5.0
4.602,4.119221357649176,22.181183008484595,99.37202262754846,-5.0
4.604,4.119221357638712,22.1811830084957,99.41638499356544,-5.0
4.606,4.119221357628395,22.18118300850819,99.46074735958244,-5.0
4.6080000000000005,4.119221357618224,22.181183008522023,99.50510972559947,-5.0
4.61,4.1192213576082,22.181183008537175,99.54947209161652,-5.0
4.612,4.119221357598325,22.18118300855361,99.59383445763362,-5.0
4.614,4.119221357588598,22.181183008571296,99.63819682365074,-5.0
4.616,4.11922135757902,22.1811830085902,99.6825591896679,-5.0
4.618,4.119221357569593,22.181183008610294,99.7269215556851,-5.0
4.62,4.119221357560316,22.18118300863154,99.77128392170235,-5.0
4.622,4.119221357551191,22.181183008653907,99.81564628771963,-5.0
4.624,4.119221357542216,22.181183008677365,99.86000865373697,-5.0
4.626,4.119221357533392,22.18118300870189,99.90437101975434,-5.0
4.628,4.1192213575247205,22.181183008727437,99.94873338577176,-5.0
4.63,4.1192213575162,22.181183008753987,99.99309575178924,-5.0
4.632,4.119221357507832,22.181183008781503,100.03745811780678,-5.0
4.634,4.119221357499614,22.181183008809956,100.08182048382437,-5.0
4.636,4.11922135749155,22.18118300883932,100.12618284984202,-5.0
4.638,4.119221357483636,22.18118300886956,100.17054521585972,-5.0
4.64,4.119221357475875,22.18118300890065,100.2149075818775,-5.0
4.642,4.119221357468265,22.181183008932557,100.25926994789532,-5.0
4.644,4.119221357460805,22.181183008965256,100.30363231391323,-5.0
4.646,4.119221357453497,22.18118300899872,100.34799467993118,-5.0
4.648,4.119221357446339,22.18118300903291,100.39235704594921,-5.0
4.65,4.11922135743933,22.181183009067812,100.43671941196732,-5.0
4.652,4.119221357432472,22.181183009103393,100.4810817779855,-5.0
4.654,4.119221357425762,22.181183009139627,100.52544414400373,-5.0
4.656,4.119221357419201,22.181183009176483,100.56980651002205,-5.0
4.658,4.119221357412789,22.181183009213935,100.61416887604044,-5.0
4.66,4.1192213574065235,22.18118300925196,100.6585312420589,-5.0
4.662,4.119221357400404,22.18118300929053,100.70289360807745,-5.0
4.664,4.119221357394431,22.18118300932962,100.74725597409606,-5.0
4.666,4.119221357388602,22.181183009369203,100.79161834011477,-5.0
4.668,4.119221357382918,22.181183009409253,100.83598070613354,-5.0
4.67,4.119221357377378,22.181183009449754,100.8803430721524,-5.0
4.672,4.1192213573719805,22.18118300949067,100.92470543817134,-5.0
4.674,4.119221357366725,22.18118300953198,100.96906780419037,-5.0
4.676,4.11922135736161,22.181183009573665,101.01343017020947,-5.0
4.678,4.1192213573566345,22.1811830096157,101.05779253622866,-5.0
4.68,4.1192213573517975,22.181183009658064,101.10215490224793,-5.0
4.682,4.119221357347098,22.181183009700728,101.14651726826729,-5.0
4.684,4.119221357342536,22.181183009743673,101.19087963428674,-5.0
4.686,4.11922135733811,22.181183009786878,101.23524200030627,-5.0
4.688,4.119221357333817,22.18118300983032,101.27960436632588,-5.0
4.69,4.119221357329659,22.18118300987398,101.3239667323456,-5.0
4.692,4.119221357325632,22.181183009917838,101.36832909836538,-5.0
4.694,4.119221357321736,22.18118300996187,101.41269146438526,-5.0
4.696,4.11922135731797,22.181183010006055,101.45705383040523,-5.0
4.698,4.119221357314332,22.18118301005038,101.5014161964253,-5.0
4.7,4.119221357310821,22.181183010094816,101.54577856244543,-5.0
4.702,4.1192213573074365,22.18118301013935,101.59014092846567,-5.0
4.704,4.119221357304177,22.181183010183965,101.634503294486,-5.0
4.706,4.11922135730104,22.181183010228636,101.67886566050642,-5.0
4.708,4.1192213572980245,22.181183010273354,101.72322802652693,-5.0
4.71,4.119221357295131,22.181183010318094,101.76759039254752,-5.0
4.712,4.119221357292355,22.18118301036284,101.8119527585682,-5.0
4.714,4.119221357289698,22.18118301040758,101.85631512458896,-5.0
4.716,4.119221357287157,22.18118301045229,101.90067749060982,-5.0
4.718,4.11922135728473,22.18118301049696,101.94503985663077,-5.0
4.72,4.1192213572824175,22.18118301054157,101.9894022226518,-5.0
4.722,4.1192213572802165,22.181183010586103,102.03376458867294,-5.0
4.724,4.119221357278126,22.181183010630548,102.07812695469416,-5.0
4.726,4.119221357276144,22.181183010674893,102.12248932071546,-5.0
4.728,4.11922135727427,22.181183010719113,102.16685168673685,-5.0
4.73,4.119221357272502,22.181183010763206,102.21121405275834,-5.0
4.732,4.119221357270837,22.18118301080715,102.25557641877991,-5.0
4.734,4.119221357269277,22.181183010850933,102.29993878480157,-5.0
4.736,4.119221357267817,22.181183010894543,102.34430115082333,-5.0
4.738,4.119221357266457,22.181183010937968,102.38866351684514,-5.0
4.74,4.119221357265196,22.181183010981197,102.43302588286706,-5.0
4.742,4.119221357264031,22.181183011024213,102.47738824888907,-5.0
4.744,4.119221357262962,22.181183011067006,102.52175061491116,-5.0
4.746,4.119221357261986,22.181183011109567,102.56611298093334,-5.0
4.748,4.119221357261103,22.18118301115188,102.6104753469556,-5.0
4.75,4.119221357260309,22.18118301119394,102.65483771297795,-5.0
4.752,4.119221357259605,22.18118301123573,102.69920007900038,-5.0
4.7540000000000004,4.119221357258987,22.18118301127725,102.74356244502289,-5.0
4.756,4.119221357258456,22.181183011318478,102.78792481104549,-5.0
4.758,4.119221357258009,22.181183011359412,102.83228717706815,-5.0
4.76,4.119221357257645,22.18118301140004,102.87664954309092,-5.0
4.7620000000000005,4.119221357257362,22.181183011440353,102.92101190911376,-5.0
4.764,4.1192213572571585,22.181183011480343,102.96537427513668,-5.0
4.766,4.119221357257034,22.18118301152,103.00973664115968,-5.0
4.768,4.119221357256985,22.18118301155932,103.05409900718276,-5.0
4.7700000000000005,4.119221357257012,22.18118301159829,103.09846137320591,-5.0
4.772,4.119221357257111,22.181183011636904,103.14282373922916,-5.0
4.774,4.119221357257283,22.18118301167516,103.18718610525247,-5.0
4.776,4.1192213572575245,22.18118301171305,103.23154847127586,-5.0
4.7780000000000005,4.1192213572578344,22.18118301175056,103.27591083729932,-5.0
4.78,4.119221357258212,22.181183011787688,103.32027320332287,-5.0
4.782,4.119221357258656,22.18118301182443,103.36463556934648,-5.0
4.784,4.119221357259163,22.181183011860778,103.40899793537017,-5.0
4.7860000000000005,4.119221357259733,22.181183011896724,103.45336030139393,-5.0
4.788,4.119221357260365,22.181183011932266,103.49772266741775,-5.0
4.79,4.119221357261056,22.1811830119674,103.54208503344165,-5.0
4.792,4.119221357261805,22.18118301200212,103.58644739946561,-5.0
4.7940000000000005,4.119221357262611,22.181183012036417,103.63080976548964,-5.0
4.796,4.119221357263472,22.181183012070292,103.67517213151376,-5.0
4.798,4.119221357264387,22.181183012103745,103.71953449753794,-5.0
4.8,4.119221357265355,22.18118301213676,103.76389686356218,-5.0
4.8020000000000005,4.119221357266373,22.181183012169345,103.80825922958648,-5.0
4.804,4.119221357267441,22.18118301220149,103.85262159561086,-5.0
4.806,4.119221357268557,22.1811830122332,103.89698396163529,-5.0
4.808,4.119221357269719,22.18118301226446,103.94134632765979,-5.0
4.8100000000000005,4.119221357270927,22.18118301229528,103.98570869368436,-5.0
4.812,4.1192213572721785,22.181183012325643,104.03007105970897,-5.0
4.814,4.119221357273473,22.18118301235556,104.07443342573366,-5.0
4.816,4.1192213572748075,22.181183012385027,104.1187957917584,-5.0
4.8180000000000005,4.119221357276182,22.181183012414035,104.1631581577832,-5.0
4.82,4.119221357277596,22.181183012442588,104.20752052380806,-5.0
4.822,4.119221357279047,22.18118301247068,104.25188288983297,-5.0
4.824,4.119221357280533,22.181183012498316,104.29624525585794,-5.0
4.8260000000000005,4.119221357282053,22.181183012525494,104.34060762188297,-5.0
4.828,4.1192213572836085,22.18118301255221,104.38496998790805,-5.0
4.83,4.119221357285195,22.181183012578465,104.42933235393318,-5.0
4.832,4.119221357286811,22.18118301260426,104.47369471995836,-5.0
4.8340000000000005,4.119221357288457,22.181183012629596,104.5180570859836,-5.0
4.836,4.119221357290131,22.181183012654465,104.56241945200888,-5.0
4.838,4.119221357291833,22.181183012678876,104.60678181803422,-5.0
4.84,4.1192213572935605,22.181183012702828,104.6511441840596,-5.0
4.8420000000000005,4.119221357295314,22.181183012726315,104.69550655008503,-5.0
4.844,4.119221357297089,22.181183012749344,104.73986891611051,-5.0
4.846,4.119221357298887,22.181183012771914,104.78423128213602,-5.0
4.848,4.119221357300706,22.181183012794026,104.82859364816159,-5.0
4.8500000000000005,4.119221357302545,22.181183012815683,104.8729560141872,-5.0
4.852,4.119221357304403,22.181183012836883,104.91731838021285,-5.0
4.854,4.11922135730628,22.18118301285763,104.96168074623854,-5.0
4.856,4.119221357308173,22.181183012877923,105.00604311226428,-5.0
4.8580000000000005,4.119221357310082,22.181183012897765,105.05040547829005,-5.0
4.86,4.119221357312005,22.181183012917156,105.09476784431585,-5.0
4.862,4.119221357313943,22.181183012936103,105.13913021034172,-5.0
4.864,4.119221357315894,22.181183012954605,105.1834925763676,-5.0
4.866,4.119221357317856,22.181183012972664,105.22785494239352,-5.0
4.868,4.119221357319828,22.18118301299028,105.27221730841948,-5.0
4.87,4.119221357321811,22.18118301300746,105.31657967444549,-5.0
4.872,4.119221357323801,22.181183013024203,105.36094204047153,-5.0
4.874,4.1192213573258005,22.181183013040513,105.40530440649759,-5.0
4.876,4.119221357327807,22.181183013056394,105.44966677252368,-5.0
4.878,4.1192213573298195,22.18118301307185,105.49402913854982,-5.0
4.88,4.119221357331837,22.181183013086876,105.53839150457598,-5.0
4.882,4.119221357333859,22.181183013101485,105.58275387060218,-5.0
4.884,4.119221357335884,22.18118301311567,105.62711623662838,-5.0
4.886,4.119221357337912,22.18118301312945,105.67147860265463,-5.0
4.888,4.119221357339942,22.18118301314281,105.7158409686809,-5.0
4.89,4.119221357341973,22.181183013155767,105.7602033347072,-5.0
4.892,4.119221357344005,22.181183013168315,105.80456570073353,-5.0
4.894,4.119221357346035,22.181183013180465,105.84892806675987,-5.0
4.896,4.1192213573480645,22.181183013192218,105.89329043278624,-5.0
4.898,4.119221357350092,22.18118301320358,105.93765279881264,-5.0
4.9,4.119221357352117,22.18118301321455,105.98201516483905,-5.0
4.902,4.119221357354139,22.181183013225134,106.0263775308655,-5.0
4.904,4.119221357356156,22.181183013235337,106.07073989689195,-5.0
4.906,4.119221357358168,22.18118301324516,106.11510226291844,-5.0
4.908,4.119221357360176,22.181183013254614,106.15946462894493,-5.0
4.91,4.119221357362177,22.181183013263695,106.20382699497145,-5.0
4.912,4.119221357364171,22.181183013272413,106.24818936099798,-5.0
4.914,4.119221357366158,22.18118301328077,106.29255172702455,-5.0
4.916,4.119221357368137,22.181183013288766,106.33691409305112,-5.0
4.918,4.119221357370108,22.181183013296412,106.38127645907771,-5.0
4.92,4.119221357372069,22.181183013303713,106.4256388251043,-5.0
4.922,4.1192213573740215,22.18118301331067,106.47000119113092,-5.0
4.924,4.119221357375964,22.181183013317284,106.51436355715754,-5.0
4.926,4.119221357377895,22.181183013323565,106.55872592318417,-5.0
4.928,4.119221357379815,22.181183013329516,106.60308828921082,-5.0
4.93,4.119221357381724,22.181183013335144,106.64745065523748,-5.0
4.932,4.11922135738362,22.181183013340448,106.69181302126415,-5.0
4.934,4.119221357385504,22.181183013345436,106.73617538729084,-5.0
4.936,4.119221357387374,22.18118301335011,106.78053775331755,-5.0
4.938,4.119221357389232,22.181183013354477,106.82490011934424,-5.0
4.94,4.119221357391076,22.18118301335854,106.86926248537095,-5.0
4.942,4.119221357392906,22.18118301336231,106.91362485139767,-5.0
4.944,4.11922135739472,22.18118301336579,106.9579872174244,-5.0
4.946,4.119221357396519,22.181183013368976,107.00234958345114,-5.0
4.948,4.119221357398303,22.18118301337188,107.04671194947788,-5.0
4.95,4.119221357400072,22.181183013374504,107.09107431550463,-5.0
4.952,4.119221357401825,22.181183013376852,107.13543668153137,-5.0
4.954,4.1192213574035605,22.181183013378934,107.17979904755813,-5.0
4.956,4.119221357405279,22.18118301338075,107.2241614135849,-5.0
4.958,4.119221357406981,22.181183013382306,107.26852377961166,-5.0
4.96,4.119221357408666,22.181183013383606,107.31288614563842,-5.0
4.962,4.119221357410333,22.181183013384654,107.35724851166518,-5.0
4.964,4.119221357411981,22.18118301338546,107.40161087769195,-5.0
4.966,4.119221357413613,22.181183013386022,107.44597324371873,-5.0
4.968,4.119221357415225,22.18118301338635,107.4903356097455,-5.0
4.97,4.119221357416819,22.181183013386445,107.53469797577229,-5.0
4.972,4.119221357418395,22.181183013386317,107.57906034179906,-5.0
4.974,4.119221357419951,22.18118301338596,107.62342270782584,-5.0
4.976,4.1192213574214875,22.181183013385393,107.66778507385261,-5.0
4.978,4.1192213574230045,22.18118301338461,107.71214743987939,-5.0
4.98,4.119221357424503,22.18118301338362,107.75650980590615,-5.0
4.982,4.119221357425981,22.18118301338243,107.80087217193291,-5.0
4.984,4.119221357427439,22.181183013381034,107.84523453795967,-5.0
4.986,4.119221357428877,22.18118301337945,107.88959690398643,-5.0
4.988,4.119221357430296,22.181183013377673,107.9339592700132,-5.0
4.99,4.119221357431694,22.181183013375716,107.97832163603995,-5.0
4.992,4.11922135743307,22.181183013373573,108.0226840020667,-5.0
4.994,4.119221357434427,22.181183013371257,108.06704636809344,-5.0
4.996,4.119221357435764,22.18118301336877,108.11140873412019,-5.0
4.998,4.11922135743708,22.181183013366116,108.15577110014692,-5.0
5.0,4.119221357438375,22.1811830133633,108.20013346617365,-5.0
5.002,4.11922135743965,22.18118301336032,108.24449583220037,-5.0
5.0040000000000004,4.119221357440903,22.18118301335719,108.28885819822709,-5.0
5.006,4.119221357442136,22.181183013353913,108.33322056425379,-5.0
5.008,4.119221357443347,22.181183013350488,108.3775829302805,-5.0
5.01,4.119221357444538,22.18118301334692,108.4219452963072,-5.0
5.0120000000000005,4.119221357445708,22.18118301334322,108.46630766233389,-5.0
5.014,4.1192213574468575,22.181183013339385,108.51067002836056,-5.0
5.016,4.1192213574479855,22.181183013335424,108.55503239438724,-5.0
5.018,4.119221357449092,22.181183013331335,108.5993947604139,-5.0
5.0200000000000005,4.119221357450178,22.18118301332713,108.64375712644056,-5.0
5.022,4.119221357451244,22.181183013322805,108.68811949246721,-5.0
5.024,4.119221357452288,22.18118301331837,108.73248185849386,-5.0
5.026,4.119221357453312,22.18118301331383,108.77684422452049,-5.0
5.0280000000000005,4.119221357454314,22.181183013309184,108.8212065905471,-5.0
5.03,4.119221357455296,22.181183013304437,108.86556895657372,-5.0
5.032,4.119221357456257,22.181183013299595,108.90993132260033,-5.0
5.034,4.119221357457198,22.181183013294657,108.95429368862693,-5.0
5.0360000000000005,4.119221357458118,22.181183013289633,108.99865605465351,-5.0
5.038,4.1192213574590175,22.181183013284524,109.04301842068008,-5.0
5.04,4.119221357459897,22.181183013279334,109.08738078670665,-5.0
5.042,4.119221357460756,22.181183013274065,109.13174315273321,-5.0
5.0440000000000005,4.119221357461594,22.181183013268722,109.17610551875975,-5.0
5.046,4.119221357462413,22.18118301326331,109.22046788478629,-5.0
